group,category_name,category_name_full,reference,name,filename,min_wavelength,max_wavelength,filename_no_ext
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF2,SF2,glass/hikari/SF2.yml,0.4,0.7,SF2
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF03,SF03,glass/hikari/SF03.yml,0.4,0.7,SF03
glass,HIKARI-SF,HIKARI - SF (Dense flint),SFS3,SFS3,glass/hikari/SFS3.yml,0.4,0.7,SFS3
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF4,SF4,glass/hikari/SF4.yml,0.4,0.7,SF4
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF5,SF5,glass/hikari/SF5.yml,0.4,0.7,SF5
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF6,SF6,glass/hikari/SF6.yml,0.4,0.7,SF6
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF7,SF7,glass/hikari/SF7.yml,0.4,0.7,SF7
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF8,SF8,glass/hikari/SF8.yml,0.4,0.7,SF8
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF9,SF9,glass/hikari/SF9.yml,0.4,0.7,SF9
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF10,SF10,glass/hikari/SF10.yml,0.4,0.7,SF10
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF11,SF11,glass/hikari/SF11.yml,0.4,0.7,SF11
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF12,SF12,glass/hikari/SF12.yml,0.4,0.7,SF12
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF13,SF13,glass/hikari/SF13.yml,0.4,0.7,SF13
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF14,SF14,glass/hikari/SF14.yml,0.4,0.7,SF14
glass,HIKARI-SF,HIKARI - SF (Dense flint),SF15,SF15,glass/hikari/SF15.yml,0.4,0.7,SF15
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF1,E-SF1,glass/hikari/E-SF1.yml,0.4,0.7,E-SF1
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SFH1,E-SFH1,glass/hikari/E-SFH1.yml,0.4,0.7,E-SFH1
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SFH2,E-SFH2,glass/hikari/E-SFH2.yml,0.4,0.7,E-SFH2
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF2,E-SF2,glass/hikari/E-SF2.yml,0.4,0.7,E-SF2
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF03,E-SF03,glass/hikari/E-SF03.yml,0.4,0.7,E-SF03
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SFS3,E-SFS3,glass/hikari/E-SFS3.yml,0.4,0.7,E-SFS3
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF4,E-SF4,glass/hikari/E-SF4.yml,0.4,0.7,E-SF4
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF5,E-SF5,glass/hikari/E-SF5.yml,0.4,0.7,E-SF5
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF6,E-SF6,glass/hikari/E-SF6.yml,0.4,0.7,E-SF6
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF7,E-SF7,glass/hikari/E-SF7.yml,0.4,0.7,E-SF7
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF8,E-SF8,glass/hikari/E-SF8.yml,0.4,0.7,E-SF8
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF10,E-SF10,glass/hikari/E-SF10.yml,0.4,0.7,E-SF10
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF11,E-SF11,glass/hikari/E-SF11.yml,0.4,0.7,E-SF11
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF13,E-SF13,glass/hikari/E-SF13.yml,0.4,0.7,E-SF13
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF14,E-SF14,glass/hikari/E-SF14.yml,0.4,0.7,E-SF14
glass,HIKARI-SF,HIKARI - SF (Dense flint),E-SF15,E-SF15,glass/hikari/E-SF15.yml,0.4,0.7,E-SF15
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF1,J-SF1,glass/hikari/J-SF1.yml,0.388865,2.05809,J-SF1
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SFH1,J-SFH1,glass/hikari/J-SFH1.yml,0.388865,2.05809,J-SFH1
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF2,J-SF2,glass/hikari/J-SF2.yml,0.388865,2.05809,J-SF2
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SFH2,J-SFH2,glass/hikari/J-SFH2.yml,0.388865,2.05809,J-SFH2
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF03,J-SF03,glass/hikari/J-SF03.yml,0.388865,2.05809,J-SF03
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF03HS,J-SF03HS,glass/hikari/J-SF03HS.yml,0.388865,0.29,J-SF03HS
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SFS3,J-SFS3,glass/hikari/J-SFS3.yml,0.388865,2.05809,J-SFS3
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF4,J-SF4,glass/hikari/J-SF4.yml,0.388865,2.05809,J-SF4
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF5,J-SF5,glass/hikari/J-SF5.yml,0.388865,2.05809,J-SF5
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF6,J-SF6,glass/hikari/J-SF6.yml,0.388865,2.05809,J-SF6
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF6HS,J-SF6HS,glass/hikari/J-SF6HS.yml,0.388865,2.05809,J-SF6HS
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF7,J-SF7,glass/hikari/J-SF7.yml,0.388865,2.05809,J-SF7
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF8,J-SF8,glass/hikari/J-SF8.yml,0.388865,2.05809,J-SF8
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF10,J-SF10,glass/hikari/J-SF10.yml,0.388865,2.05809,J-SF10
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF11,J-SF11,glass/hikari/J-SF11.yml,0.388865,2.05809,J-SF11
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF13,J-SF13,glass/hikari/J-SF13.yml,0.388865,2.05809,J-SF13
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF14,J-SF14,glass/hikari/J-SF14.yml,0.388865,2.05809,J-SF14
glass,HIKARI-SF,HIKARI - SF (Dense flint),J-SF15,J-SF15,glass/hikari/J-SF15.yml,0.388865,2.05809,J-SF15
glass,HIKARI-SF,HIKARI - SF (Dense flint),Q-SF6S,Q-SF6S,glass/hikari/Q-SF6S.yml,0.3888865,2.05809,Q-SF6S
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),BAF3,BAF3,glass/hikari/BAF3.yml,0.4,0.7,BAF3
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),BAF4,BAF4,glass/hikari/BAF4.yml,0.4,0.7,BAF4
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),BAF8,BAF8,glass/hikari/BAF8.yml,0.4,0.7,BAF8
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),BAF10,BAF10,glass/hikari/BAF10.yml,0.4,0.7,BAF10
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),BAF11,BAF11,glass/hikari/BAF11.yml,0.4,0.7,BAF11
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),E-BAF3,E-BAF3,glass/hikari/E-BAF3.yml,0.4,0.7,E-BAF3
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),E-BAF4,E-BAF4,glass/hikari/E-BAF4.yml,0.4,0.7,E-BAF4
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),E-BAF8,E-BAF8,glass/hikari/E-BAF8.yml,0.4,0.7,E-BAF8
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),E-BAF10,E-BAF10,glass/hikari/E-BAF10.yml,0.4,0.7,E-BAF10
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),E-BAF11,E-BAF11,glass/hikari/E-BAF11.yml,0.4,0.7,E-BAF11
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),E-BAF12,E-BAF12,glass/hikari/E-BAF12.yml,0.4,0.7,E-BAF12
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),J-BAF3,J-BAF3,glass/hikari/J-BAF3.yml,0.365015,2.05809,J-BAF3
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),J-BAF4,J-BAF4,glass/hikari/J-BAF4.yml,0.365015,2.05809,J-BAF4
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),J-BAF8,J-BAF8,glass/hikari/J-BAF8.yml,0.365015,2.05809,J-BAF8
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),J-BAF10,J-BAF10,glass/hikari/J-BAF10.yml,0.365015,2.05809,J-BAF10
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),J-BAF11,J-BAF11,glass/hikari/J-BAF11.yml,0.365015,2.05809,J-BAF11
glass,HIKARI-BaF,HIKARI - BaF (Barium flint),J-BAF12,J-BAF12,glass/hikari/J-BAF12.yml,0.365015,2.05809,J-BAF12
glass,HIKARI-BaLF,HIKARI - BaLF (Barium light flint),E-BALF4,E-BALF4,glass/hikari/E-BALF4.yml,0.4,0.7,E-BALF4
glass,HIKARI-BaLF,HIKARI - BaLF (Barium light flint),J-BALF4,J-BALF4,glass/hikari/J-BALF4.yml,0.365015,2.05809,J-BALF4
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),BASF2,BASF2,glass/hikari/BASF2.yml,0.4,0.7,BASF2
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),BASF4,BASF4,glass/hikari/BASF4.yml,0.4,0.7,BASF4
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),BASF6,BASF6,glass/hikari/BASF6.yml,0.4,0.7,BASF6
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),BASF7,BASF7,glass/hikari/BASF7.yml,0.4,0.7,BASF7
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),BASF8,BASF8,glass/hikari/BASF8.yml,0.4,0.7,BASF8
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),BASF12,BASF12,glass/hikari/BASF12.yml,0.4,0.7,BASF12
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),J-BASF2,J-BASF2,glass/hikari/J-BASF2.yml,0.365015,2.05809,J-BASF2
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),J-BASF6,J-BASF6,glass/hikari/J-BASF6.yml,0.365015,2.05809,J-BASF6
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),J-BASF7,J-BASF7,glass/hikari/J-BASF7.yml,0.388865,2.05809,J-BASF7
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),J-BASF8,J-BASF8,glass/hikari/J-BASF8.yml,0.365015,2.05809,J-BASF8
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),E-BASF2,E-BASF2,glass/hikari/E-BASF2.yml,0.4,0.7,E-BASF2
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),E-BASF6,E-BASF6,glass/hikari/E-BASF6.yml,0.4,0.7,E-BASF6
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),E-BASF7,E-BASF7,glass/hikari/E-BASF7.yml,0.4,0.7,E-BASF7
glass,HIKARI-BaSF,HIKARI - BaSF (Barium dense flint),E-BASF8,E-BASF8,glass/hikari/E-BASF8.yml,0.4,0.7,E-BASF8
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),LAF2,LAF2,glass/hikari/LAF2.yml,0.4,0.7,LAF2
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),LAF3,LAF3,glass/hikari/LAF3.yml,0.4,0.7,LAF3
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),LAF7,LAF7,glass/hikari/LAF7.yml,0.4,0.7,LAF7
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),LAF9,LAF9,glass/hikari/LAF9.yml,0.4,0.7,LAF9
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),LAF09,LAF09,glass/hikari/LAF09.yml,0.4,0.7,LAF09
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),LAF11,LAF11,glass/hikari/LAF11.yml,0.4,0.7,LAF11
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF01,E-LAF01,glass/hikari/E-LAF01.yml,0.4,0.7,E-LAF01
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF2,E-LAF2,glass/hikari/E-LAF2.yml,0.4,0.7,E-LAF2
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF02,E-LAF02,glass/hikari/E-LAF02.yml,0.4,0.7,E-LAF02
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAFH2,E-LAFH2,glass/hikari/E-LAFH2.yml,0.4,0.7,E-LAFH2
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF3,E-LAF3,glass/hikari/E-LAF3.yml,0.4,0.7,E-LAF3
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAFH3,E-LAFH3,glass/hikari/E-LAFH3.yml,0.4,0.7,E-LAFH3
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF04,E-LAF04,glass/hikari/E-LAF04.yml,0.4,0.7,E-LAF04
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF05,E-LAF05,glass/hikari/E-LAF05.yml,0.4,0.7,E-LAF05
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF7,E-LAF7,glass/hikari/E-LAF7.yml,0.4,0.7,E-LAF7
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF9,E-LAF9,glass/hikari/E-LAF9.yml,0.4,0.7,E-LAF9
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF09,E-LAF09,glass/hikari/E-LAF09.yml,0.4,0.7,E-LAF09
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF010,E-LAF010,glass/hikari/E-LAF010.yml,0.4,0.7,E-LAF010
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF11,E-LAF11,glass/hikari/E-LAF11.yml,0.4,0.7,E-LAF11
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),E-LAF016,E-LAF016,glass/hikari/E-LAF016.yml,0.4,0.7,E-LAF016
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF01,J-LAF01,glass/hikari/J-LAF01.yml,0.388865,2.05809,J-LAF01
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF2,J-LAF2,glass/hikari/J-LAF2.yml,0.365015,2.05809,J-LAF2
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF02,J-LAF02,glass/hikari/J-LAF02.yml,0.365015,2.05809,J-LAF02
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF3,J-LAF3,glass/hikari/J-LAF3.yml,0.365015,2.05809,J-LAF3
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAFH3,J-LAFH3,glass/hikari/J-LAFH3.yml,0.388865,2.05809,J-LAFH3
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAFH3HS,J-LAFH3HS,glass/hikari/J-LAFH3HS.yml,0.388865,2.05809,J-LAFH3HS
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF04,J-LAF04,glass/hikari/J-LAF04.yml,0.388865,2.05809,J-LAF04
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF05,J-LAF05,glass/hikari/J-LAF05.yml,0.365015,2.05809,J-LAF05
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF7,J-LAF7,glass/hikari/J-LAF7.yml,0.388865,2.05809,J-LAF7
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF09,J-LAF09,glass/hikari/J-LAF09.yml,0.388865,2.05809,J-LAF09
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF010,J-LAF010,glass/hikari/J-LAF010.yml,0.365015,2.05809,J-LAF010
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF016,J-LAF016,glass/hikari/J-LAF016.yml,0.388865,2.05809,J-LAF016
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),J-LAF016HS,J-LAF016HS,glass/hikari/J-LAF016HS.yml,0.388865,2.05809,J-LAF016HS
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),P-LAF010S,P-LAF010S,glass/hikari/P-LAF010S.yml,0.4,0.7,P-LAF010S
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),Q-LAFPH1S,Q-LAFPH1S,glass/hikari/Q-LAFPH1S.yml,0.365015,2.05809,Q-LAFPH1S
glass,HIKARI-LaF,HIKARI - LaF (Lanthanum flint),Q-LAF010S,Q-LAF010S,glass/hikari/Q-LAF010S.yml,0.365015,2.05809,Q-LAF010S
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),LASF01,LASF01,glass/hikari/LASF01.yml,0.4,0.7,LASF01
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),LASF02,LASF02,glass/hikari/LASF02.yml,0.4,0.7,LASF02
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),LASFH6,LASFH6,glass/hikari/LASFH6.yml,0.4,0.7,LASFH6
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),LASF010,LASF010,glass/hikari/LASF010.yml,0.4,0.7,LASF010
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF01,E-LASF01,glass/hikari/E-LASF01.yml,0.4,0.7,E-LASF01
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF02,E-LASF02,glass/hikari/E-LASF02.yml,0.4,0.7,E-LASF02
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASFH2,E-LASFH2,glass/hikari/E-LASFH2.yml,0.4,0.7,E-LASFH2
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF03,E-LASF03,glass/hikari/E-LASF03.yml,0.4,0.7,E-LASF03
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF04,E-LASF04,glass/hikari/E-LASF04.yml,0.4,0.7,E-LASF04
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF05,E-LASF05,glass/hikari/E-LASF05.yml,0.4,0.7,E-LASF05
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASFH6,E-LASFH6,glass/hikari/E-LASFH6.yml,0.4,0.7,E-LASFH6
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF08,E-LASF08,glass/hikari/E-LASF08.yml,0.4,0.7,E-LASF08
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF09,E-LASF09,glass/hikari/E-LASF09.yml,0.4,0.7,E-LASF09
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASFH9,E-LASFH9,glass/hikari/E-LASFH9.yml,0.4,0.7,E-LASFH9
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF010,E-LASF010,glass/hikari/E-LASF010.yml,0.4,0.7,E-LASF010
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF013,E-LASF013,glass/hikari/E-LASF013.yml,0.4,0.7,E-LASF013
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASFH13,E-LASFH13,glass/hikari/E-LASFH13.yml,0.4,0.7,E-LASFH13
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF014,E-LASF014,glass/hikari/E-LASF014.yml,0.4,0.7,E-LASF014
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF015,E-LASF015,glass/hikari/E-LASF015.yml,0.4,0.7,E-LASF015
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASFH15,E-LASFH15,glass/hikari/E-LASFH15.yml,0.4,0.7,E-LASFH15
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF016,E-LASF016,glass/hikari/E-LASF016.yml,0.4,0.7,E-LASF016
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF017,E-LASF017,glass/hikari/E-LASF017.yml,0.4,0.7,E-LASF017
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASFH17,E-LASFH17,glass/hikari/E-LASFH17.yml,0.4,0.7,E-LASFH17
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),E-LASF021,E-LASF021,glass/hikari/E-LASF021.yml,0.4,0.7,E-LASF021
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF01,J-LASF01,glass/hikari/J-LASF01.yml,0.365015,2.05809,J-LASF01
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF02,J-LASF02,glass/hikari/J-LASF02.yml,0.365015,2.05809,J-LASF02
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH2,J-LASFH2,glass/hikari/J-LASFH2.yml,0.388865,2.05809,J-LASFH2
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF03,J-LASF03,glass/hikari/J-LASF03.yml,0.365015,2.05809,J-LASF03
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF05,J-LASF05,glass/hikari/J-LASF05.yml,0.365015,2.05809,J-LASF05
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF05HS,J-LASF05HS,glass/hikari/J-LASF05HS.yml,0.365015,2.05809,J-LASF05HS
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH6,J-LASFH6,glass/hikari/J-LASFH6.yml,0.365015,2.05809,J-LASFH6
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF08,J-LASF08,glass/hikari/J-LASF08.yml,0.388865,2.05809,J-LASF08
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF08A,J-LASF08A,glass/hikari/J-LASF08A.yml,0.365015,2.05809,J-LASF08A
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF09,J-LASF09,glass/hikari/J-LASF09.yml,0.365015,2.05809,J-LASF09
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF09A,J-LASF09A,glass/hikari/J-LASF09A.yml,0.365015,2.05809,J-LASF09A
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH9,J-LASFH9,glass/hikari/J-LASFH9.yml,0.365015,2.05809,J-LASFH9
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH9A,J-LASFH9A,glass/hikari/J-LASFH9A.yml,0.365015,0.29,J-LASFH9A
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF010,J-LASF010,glass/hikari/J-LASF010.yml,0.365015,2.05809,J-LASF010
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF013,J-LASF013,glass/hikari/J-LASF013.yml,0.365015,2.05809,J-LASF013
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH13,J-LASFH13,glass/hikari/J-LASFH13.yml,0.388865,2.05809,J-LASFH13
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH13HS,J-LASFH13HS,glass/hikari/J-LASFH13HS.yml,0.388865,2.05809,J-LASFH13HS
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF014,J-LASF014,glass/hikari/J-LASF014.yml,0.365015,2.05809,J-LASF014
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF015,J-LASF015,glass/hikari/J-LASF015.yml,0.365015,2.05809,J-LASF015
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH15,J-LASFH15,glass/hikari/J-LASFH15.yml,0.388865,2.05809,J-LASFH15
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF016,J-LASF016,glass/hikari/J-LASF016.yml,0.365015,2.05809,J-LASF016
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH16,J-LASFH16,glass/hikari/J-LASFH16.yml,0.388865,2.05809,J-LASFH16
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF017,J-LASF017,glass/hikari/J-LASF017.yml,0.365015,2.05809,J-LASF017
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH17,J-LASFH17,glass/hikari/J-LASFH17.yml,0.388865,2.05809,J-LASFH17
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH17HS,J-LASFH17HS,glass/hikari/J-LASFH17HS.yml,0.388865,2.05809,J-LASFH17HS
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF021,J-LASF021,glass/hikari/J-LASF021.yml,0.388865,2.05809,J-LASF021
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASF021HS,J-LASF021HS,glass/hikari/J-LASF021HS.yml,0.388865,2.05809,J-LASF021HS
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH21,J-LASFH21,glass/hikari/J-LASFH21.yml,0.388865,2.05809,J-LASFH21
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH22,J-LASFH22,glass/hikari/J-LASFH22.yml,0.365015,2.05809,J-LASFH22
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH23,J-LASFH23,glass/hikari/J-LASFH23.yml,0.388865,2.05809,J-LASFH23
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH24,J-LASFH24,glass/hikari/J-LASFH24.yml,0.388865,2.05809,J-LASFH24
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),J-LASFH24HS,J-LASFH24HS,glass/hikari/J-LASFH24HS.yml,0.388865,2.05809,J-LASFH24HS
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),P-LASF03S,P-LASF03S,glass/hikari/P-LASF03S.yml,0.4,0.7,P-LASF03S
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),P-LASFH11S,P-LASFH11S,glass/hikari/P-LASFH11S.yml,0.4,0.7,P-LASFH11S
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),P-LASFH12S,P-LASFH12S,glass/hikari/P-LASFH12S.yml,0.4,0.7,P-LASFH12S
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),P-LASFH18S,P-LASFH18S,glass/hikari/P-LASFH18S.yml,0.4,0.7,P-LASFH18S
glass,HIKARI-LaSF,HIKARI - LaSF (Lanthanum dense flint),P-LASFH19S,P-LASFH19S,glass/hikari/P-LASFH19S.yml,0.4,0.7,P-LASFH19S
